Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
131,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4618.75,4618.75,6/6/2023 10:30:00 AM,6/6/2023 10:43:00 AM,Buy,Sell,($1.74),$602.06,$1.74,$13.75,$11.25,$12.99,14,
132,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4628.00,4628.00,6/8/2023 1:10:00 PM,6/8/2023 1:20:00 PM,Buy,Sell,($1.74),$600.32,$1.74,$5.00,$5.00,$6.74,11,
133,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4773.00,4776.25,6/16/2023 12:50:00 PM,6/16/2023 12:56:00 PM,Buy,Sell,$14.51,$614.83,$1.74,$5.00,$23.75,$9.24,7,
134,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4706.50,4707.25,6/21/2023 11:03:00 AM,6/21/2023 11:37:00 AM,Buy,Sell,$2.01,$616.84,$1.74,$53.75,$6.25,$4.24,35,
135,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4713.50,4714.00,6/27/2023 3:09:00 PM,6/27/2023 3:29:00 PM,Buy,Sell,$0.76,$617.60,$1.74,$17.50,$2.50,$1.74,21,
136,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4786.75,4786.75,6/30/2023 2:53:00 PM,6/30/2023 3:17:00 PM,Buy,Sell,($1.74),$615.86,$1.74,$22.50,$3.75,$5.49,25,
137,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4780.00,4780.50,7/3/2023 10:28:00 AM,7/3/2023 11:32:00 AM,Buy,Sell,$0.76,$616.62,$1.74,$27.50,$3.75,$2.99,65,
138,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4735.50,4728.25,7/6/2023 9:32:00 AM,7/6/2023 9:38:00 AM,Sell short,Buy to cover,$34.51,$651.13,$1.74,$6.25,$46.25,$11.74,7,
139,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4727.75,4727.00,7/6/2023 9:39:00 AM,7/6/2023 9:45:00 AM,Sell short,Buy to cover,$2.01,$653.14,$1.74,$18.75,$6.25,$4.24,7,
140,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4735.75,4729.00,7/7/2023 3:46:00 PM,7/7/2023 3:52:00 PM,Sell short,Buy to cover,$32.01,$685.15,$1.74,$8.75,$62.50,$30.49,7,
141,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4729.50,4726.50,7/7/2023 3:53:00 PM,7/7/2023 3:59:00 PM,Sell short,Buy to cover,$13.26,$698.41,$1.74,$18.75,$25.00,$11.74,7,
142,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4810.50,4811.75,7/12/2023 10:11:00 AM,7/12/2023 10:17:00 AM,Buy,Sell,$4.51,$702.92,$1.74,$7.50,$12.50,$7.99,7,
143,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4792.50,4790.25,7/12/2023 11:43:00 AM,7/12/2023 11:58:00 AM,Sell short,Buy to cover,$9.51,$712.43,$1.74,$32.50,$13.75,$4.24,16,
144,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4822.75,4823.00,7/13/2023 11:01:00 AM,7/13/2023 11:07:00 AM,Buy,Sell,($0.49),$711.94,$1.74,$6.25,$12.50,$12.99,7,
145,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4838.00,4838.75,7/17/2023 11:11:00 AM,7/17/2023 11:17:00 AM,Buy,Sell,$2.01,$713.95,$1.74,$15.00,$7.50,$5.49,7,
146,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4854.00,4855.75,7/18/2023 10:39:00 AM,7/18/2023 10:45:00 AM,Buy,Sell,$7.01,$720.96,$1.74,$7.50,$11.25,$4.24,7,
147,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4888.25,4889.25,7/25/2023 12:19:00 PM,7/25/2023 12:53:00 PM,Buy,Sell,$3.26,$724.22,$1.74,$16.25,$6.25,$2.99,35,
148,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4815.75,4812.00,8/4/2023 2:07:00 PM,8/4/2023 2:20:00 PM,Sell short,Buy to cover,$17.01,$741.23,$1.74,$31.25,$21.25,$4.24,14,
149,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4821.25,4821.50,8/7/2023 1:42:00 PM,8/7/2023 1:51:00 PM,Buy,Sell,($0.49),$740.74,$1.74,$20.00,$13.75,$14.24,10,
150,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4799.50,4804.50,8/8/2023 2:55:00 PM,8/8/2023 3:01:00 PM,Buy,Sell,$23.26,$764.00,$1.74,$2.50,$37.50,$14.24,7,
151,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4786.75,4786.75,8/14/2023 3:21:00 PM,8/14/2023 3:37:00 PM,Buy,Sell,($1.74),$762.26,$1.74,$15.00,$10.00,$11.74,17,
152,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4744.50,4744.00,8/15/2023 3:29:00 PM,8/15/2023 3:35:00 PM,Sell short,Buy to cover,$0.76,$763.02,$1.74,$1.25,$23.75,$22.99,7,
153,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4716.75,4716.50,8/16/2023 3:16:00 PM,8/16/2023 3:23:00 PM,Sell short,Buy to cover,($0.49),$762.53,$1.74,$12.50,$20.00,$20.49,8,
154,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4673.25,4674.00,8/18/2023 2:23:00 PM,8/18/2023 2:33:00 PM,Buy,Sell,$2.01,$764.54,$1.74,$25.00,$6.25,$4.24,11,
155,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4688.75,4687.75,8/22/2023 12:18:00 PM,8/22/2023 1:17:00 PM,Sell short,Buy to cover,$3.26,$767.80,$1.74,$76.25,$13.75,$10.49,60,
156,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4715.00,4740.25,8/28/2023 1:59:00 PM,8/28/2023 3:48:00 PM,Sell short,Stop loss,($127.99),$639.81,$1.74,$126.25,$1.25,$129.24,110,
157,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4775.75,4775.75,9/11/2023 1:06:00 PM,9/11/2023 1:12:00 PM,Buy,Sell,($1.74),$638.07,$1.74,$11.25,$3.75,$5.49,7,
158,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4765.25,4765.50,9/13/2023 10:01:00 AM,9/13/2023 10:44:00 AM,Buy,Sell,($0.49),$637.58,$1.74,$96.25,$6.25,$6.74,44,
159,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4797.00,4798.25,9/14/2023 12:43:00 PM,9/14/2023 12:51:00 PM,Buy,Sell,$4.51,$642.09,$1.74,$8.75,$7.50,$2.99,9,
160,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4744.00,4744.75,9/18/2023 10:57:00 AM,9/18/2023 11:04:00 AM,Buy,Sell,$2.01,$644.10,$1.74,$6.25,$11.25,$9.24,8,
161,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4745.50,4746.75,9/18/2023 11:20:00 AM,9/18/2023 11:26:00 AM,Buy,Sell,$4.51,$648.61,$1.74,$7.50,$8.75,$4.24,7,
162,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4754.75,4755.00,9/18/2023 12:29:00 PM,9/18/2023 12:35:00 PM,Buy,Sell,($0.49),$648.12,$1.74,$5.00,$12.50,$12.99,7,
163,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4740.50,4740.50,9/18/2023 2:57:00 PM,9/18/2023 3:26:00 PM,Sell short,Buy to cover,($1.74),$646.38,$1.74,$21.25,$5.00,$6.74,30,
164,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4729.00,4737.00,9/19/2023 2:34:00 PM,9/19/2023 2:40:00 PM,Buy,Sell,$38.26,$684.64,$1.74,$3.75,$52.50,$14.24,7,
165,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4658.75,4655.25,9/21/2023 9:33:00 AM,9/21/2023 9:39:00 AM,Sell short,Buy to cover,$15.76,$700.40,$1.74,$2.50,$38.75,$22.99,7,
166,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4613.75,4617.00,9/25/2023 12:15:00 PM,9/25/2023 12:21:00 PM,Buy,Sell,$14.51,$714.91,$1.74,$7.50,$22.50,$7.99,7,
167,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4530.75,4530.75,10/4/2023 12:20:00 PM,10/4/2023 12:30:00 PM,Buy,Sell,($1.74),$713.17,$1.74,$20.00,$16.25,$17.99,11,
168,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4564.00,4560.75,10/9/2023 9:34:00 AM,10/9/2023 10:51:00 AM,Sell short,Buy to cover,$14.51,$727.68,$1.74,$82.50,$18.75,$4.24,78,
169,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4660.75,4635.75,10/10/2023 12:33:00 PM,10/10/2023 1:16:00 PM,Buy,Stop loss,($126.74),$600.94,$1.74,$125.00,$1.25,$127.99,44,
170,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4643.50,4645.00,10/10/2023 1:39:00 PM,10/10/2023 1:46:00 PM,Buy,Sell,$5.76,$606.70,$1.74,$15.00,$13.75,$7.99,8,
171,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4641.25,4642.25,10/11/2023 3:26:00 PM,10/11/2023 3:32:00 PM,Buy,Sell,$3.26,$609.96,$1.74,$11.25,$16.25,$12.99,7,
172,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4640.50,4632.50,10/12/2023 1:06:00 PM,10/12/2023 1:12:00 PM,Sell short,Buy to cover,$38.26,$648.22,$1.74,$1.25,$50.00,$11.74,7,
173,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4601.50,4600.25,10/12/2023 2:12:00 PM,10/12/2023 2:18:00 PM,Sell short,Buy to cover,$4.51,$652.73,$1.74,$10.00,$16.25,$11.74,7,
174,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4647.50,4649.50,10/16/2023 2:53:00 PM,10/16/2023 2:59:00 PM,Buy,Sell,$8.26,$660.99,$1.74,$11.25,$12.50,$4.24,7,
175,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4632.75,4632.75,10/17/2023 1:56:00 PM,10/17/2023 2:04:00 PM,Sell short,Buy to cover,($1.74),$659.25,$1.74,$12.50,$12.50,$14.24,9,
176,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4471.75,4466.00,10/23/2023 9:34:00 AM,10/23/2023 9:40:00 AM,Sell short,Buy to cover,$27.01,$686.26,$1.74,$10.00,$40.00,$12.99,7,
177,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4407.75,4410.75,10/27/2023 10:58:00 AM,10/27/2023 11:07:00 AM,Buy,Sell,$13.26,$699.52,$1.74,$13.75,$18.75,$5.49,10,
178,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4421.25,4421.25,10/31/2023 9:39:00 AM,10/31/2023 9:46:00 AM,Sell short,Buy to cover,($1.74),$697.78,$1.74,$13.75,$8.75,$10.49,8,
179,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4629.00,4629.25,11/3/2023 1:01:00 PM,11/3/2023 1:07:00 PM,Buy,Sell,($0.49),$697.29,$1.74,$8.75,$8.75,$9.24,7,
180,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4641.50,4643.25,11/7/2023 11:32:00 AM,11/7/2023 11:38:00 AM,Buy,Sell,$7.01,$704.30,$1.74,$2.50,$15.00,$7.99,7,
181,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4657.75,4660.00,11/13/2023 10:30:00 AM,11/13/2023 10:36:00 AM,Buy,Sell,$9.51,$713.81,$1.74,$8.75,$13.75,$4.24,7,
182,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4799.75,4809.50,11/22/2023 2:41:00 PM,11/22/2023 4:00:00 PM,Sell short,Exit on session close,($50.49),$663.32,$1.74,$65.00,$8.75,$59.24,80,
183,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4811.75,4812.25,11/24/2023 9:35:00 AM,11/24/2023 10:02:00 AM,Buy,Sell,$0.76,$664.08,$1.74,$30.00,$7.50,$6.74,28,
184,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4810.25,4810.25,11/24/2023 11:00:00 AM,11/24/2023 12:59:00 PM,Buy,Sell,($1.74),$662.34,$1.74,$20.00,$2.50,$4.24,120,
185,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4809.75,4809.75,11/27/2023 12:15:00 PM,11/27/2023 12:47:00 PM,Buy,Sell,($1.74),$660.60,$1.74,$21.25,$2.50,$4.24,33,
186,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4833.00,4833.00,12/7/2023 12:59:00 PM,12/7/2023 1:05:00 PM,Buy,Sell,($1.74),$658.86,$1.74,$11.25,$3.75,$5.49,7,
187,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4878.75,4879.00,12/12/2023 2:22:00 PM,12/12/2023 2:32:00 PM,Buy,Sell,($0.49),$658.37,$1.74,$5.00,$3.75,$4.24,11,
188,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4945.00,4944.25,12/14/2023 1:52:00 PM,12/14/2023 1:58:00 PM,Sell short,Buy to cover,$2.01,$660.38,$1.74,$2.50,$43.75,$41.74,7,
189,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4984.25,4985.00,12/18/2023 12:03:00 PM,12/18/2023 12:10:00 PM,Buy,Sell,$2.01,$662.39,$1.74,$5.00,$5.00,$2.99,8,
190,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4988.50,4988.50,12/18/2023 2:23:00 PM,12/18/2023 2:47:00 PM,Buy,Sell,($1.74),$660.65,$1.74,$21.25,$18.75,$20.49,25,
191,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4998.00,4993.50,12/20/2023 2:40:00 PM,12/20/2023 2:46:00 PM,Sell short,Buy to cover,$20.76,$681.41,$1.74,$7.50,$25.00,$4.24,7,
192,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4983.00,4972.50,12/20/2023 2:52:00 PM,12/20/2023 2:58:00 PM,Sell short,Buy to cover,$50.76,$732.17,$1.74,$3.75,$96.25,$45.49,7,
193,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4977.75,4978.00,12/21/2023 9:54:00 AM,12/21/2023 10:23:00 AM,Buy,Sell,($0.49),$731.68,$1.74,$73.75,$8.75,$9.24,30,
194,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4990.75,4989.25,12/22/2023 2:07:00 PM,12/22/2023 2:18:00 PM,Sell short,Buy to cover,$5.76,$737.44,$1.74,$25.00,$11.25,$5.49,12,
195,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5021.75,5021.75,12/27/2023 1:43:00 PM,12/27/2023 1:52:00 PM,Buy,Sell,($1.74),$735.70,$1.74,$5.00,$5.00,$6.74,10,
196,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5005.75,5007.25,12/29/2023 2:18:00 PM,12/29/2023 2:24:00 PM,Buy,Sell,$5.76,$741.46,$1.74,$6.25,$8.75,$2.99,7,
197,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4954.75,4956.75,1/3/2024 1:19:00 PM,1/3/2024 2:28:00 PM,Buy,Sell,$8.26,$749.72,$1.74,$81.25,$12.50,$4.24,70,
198,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4948.75,4954.50,1/4/2024 11:11:00 AM,1/4/2024 11:17:00 AM,Buy,Sell,$27.01,$776.73,$1.74,$2.50,$36.25,$9.24,7,
199,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,4923.50,4922.75,1/5/2024 12:10:00 PM,1/5/2024 12:20:00 PM,Sell short,Buy to cover,$2.01,$778.74,$1.74,$10.00,$23.75,$21.74,11,
200,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4956.00,4958.00,1/8/2024 12:37:00 PM,1/8/2024 12:43:00 PM,Buy,Sell,$8.26,$787.00,$1.74,$3.75,$13.75,$5.49,7,
201,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,4989.75,4982.75,1/9/2024 2:09:00 PM,1/9/2024 4:00:00 PM,Buy,Exit on session close,($36.74),$750.26,$1.74,$80.00,$2.50,$39.24,112,
202,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5012.25,5014.75,1/10/2024 2:47:00 PM,1/10/2024 2:53:00 PM,Buy,Sell,$10.76,$761.02,$1.74,$5.00,$15.00,$4.24,7,
203,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5077.00,5077.00,1/23/2024 10:02:00 AM,1/23/2024 10:17:00 AM,Buy,Sell,($1.74),$759.28,$1.74,$26.25,$3.75,$5.49,16,
204,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5095.25,5095.00,1/31/2024 10:40:00 AM,1/31/2024 10:55:00 AM,Sell short,Buy to cover,($0.49),$758.79,$1.74,$15.00,$5.00,$5.49,16,
205,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5205.00,5206.25,2/7/2024 1:24:00 PM,2/7/2024 1:30:00 PM,Buy,Sell,$4.51,$763.30,$1.74,$12.50,$8.75,$4.24,7,
206,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5204.00,5204.00,2/8/2024 1:37:00 PM,2/8/2024 1:43:00 PM,Buy,Sell,($1.74),$761.56,$1.74,$3.75,$10.00,$11.74,7,
207,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5146.75,5142.25,2/13/2024 2:08:00 PM,2/13/2024 2:14:00 PM,Sell short,Buy to cover,$20.76,$782.32,$1.74,$2.50,$23.75,$2.99,7,
208,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5189.50,5195.00,2/14/2024 10:19:00 AM,2/14/2024 10:25:00 AM,Buy,Sell,$25.76,$808.08,$1.74,$2.50,$30.00,$4.24,7,
209,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5217.75,5216.50,2/16/2024 2:49:00 PM,2/16/2024 2:55:00 PM,Sell short,Buy to cover,$4.51,$812.59,$1.74,$27.50,$15.00,$10.49,7,
210,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5217.75,5217.75,2/16/2024 2:56:00 PM,2/16/2024 3:12:00 PM,Sell short,Buy to cover,($1.74),$810.85,$1.74,$28.75,$5.00,$6.74,17,
211,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5172.25,5174.00,2/21/2024 11:51:00 AM,2/21/2024 11:57:00 AM,Buy,Sell,$7.01,$817.86,$1.74,$2.50,$11.25,$4.24,7,
212,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5287.00,5283.25,2/23/2024 11:08:00 AM,2/23/2024 11:15:00 AM,Sell short,Buy to cover,$17.01,$834.87,$1.74,$16.25,$22.50,$5.49,8,
213,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5293.50,5268.25,2/29/2024 10:02:00 AM,2/29/2024 11:39:00 AM,Buy,Stop loss,($127.99),$706.88,$1.74,$126.25,$5.00,$132.99,98,
214,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5330.75,5331.00,3/4/2024 11:41:00 AM,3/4/2024 11:47:00 AM,Buy,Sell,($0.49),$706.39,$1.74,$6.25,$7.50,$7.99,7,
215,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5304.75,5302.00,3/5/2024 9:34:00 AM,3/5/2024 9:40:00 AM,Sell short,Buy to cover,$12.01,$718.40,$1.74,$3.75,$31.25,$19.24,7,
216,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5305.75,5305.75,3/11/2024 9:33:00 AM,3/11/2024 9:41:00 AM,Sell short,Buy to cover,($1.74),$716.66,$1.74,$12.50,$26.25,$27.99,9,
217,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5298.50,5303.25,3/11/2024 11:46:00 AM,3/11/2024 11:52:00 AM,Buy,Sell,$22.01,$738.67,$1.74,$3.75,$27.50,$5.49,7,
218,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5346.00,5346.50,3/14/2024 12:00:00 PM,3/14/2024 2:13:00 PM,Buy,Sell,$0.76,$739.43,$1.74,$115.00,$10.00,$9.24,134,
219,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5327.75,5326.75,3/19/2024 9:32:00 AM,3/19/2024 9:38:00 AM,Sell short,Buy to cover,$3.26,$742.69,$1.74,$15.00,$21.25,$17.99,7,
220,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5411.25,5411.75,3/25/2024 11:39:00 AM,3/25/2024 11:45:00 AM,Buy,Sell,$0.76,$743.45,$1.74,$2.50,$8.75,$7.99,7,
221,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5401.25,5400.50,3/26/2024 3:35:00 PM,3/26/2024 3:45:00 PM,Sell short,Buy to cover,$2.01,$745.46,$1.74,$17.50,$6.25,$4.24,11,
222,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5384.00,5383.00,4/3/2024 3:16:00 PM,4/3/2024 3:24:00 PM,Sell short,Buy to cover,$3.26,$748.72,$1.74,$15.00,$47.50,$44.24,9,
223,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5420.50,5420.25,4/4/2024 1:45:00 PM,4/4/2024 1:51:00 PM,Sell short,Buy to cover,($0.49),$748.23,$1.74,$10.00,$13.75,$14.24,7,
224,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5412.00,5406.25,4/4/2024 2:02:00 PM,4/4/2024 2:08:00 PM,Sell short,Buy to cover,$27.01,$775.24,$1.74,$3.75,$33.75,$6.74,7,
225,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5404.50,5396.50,4/4/2024 2:09:00 PM,4/4/2024 2:15:00 PM,Sell short,Buy to cover,$38.26,$813.50,$1.74,$2.50,$53.75,$15.49,7,
226,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5392.75,5387.75,4/4/2024 2:16:00 PM,4/4/2024 2:22:00 PM,Sell short,Buy to cover,$23.26,$836.76,$1.74,$2.50,$55.00,$31.74,7,
227,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5392.50,5393.75,4/5/2024 12:54:00 PM,4/5/2024 1:00:00 PM,Buy,Sell,$4.51,$841.27,$1.74,$6.25,$15.00,$10.49,7,
228,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5368.50,5369.00,4/9/2024 12:35:00 PM,4/9/2024 12:41:00 PM,Buy,Sell,$0.76,$842.03,$1.74,$8.75,$8.75,$7.99,7,
229,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5366.00,5367.00,4/11/2024 1:46:00 PM,4/11/2024 1:52:00 PM,Buy,Sell,$3.26,$845.29,$1.74,$10.00,$15.00,$11.74,7,
230,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5162.75,5167.00,4/22/2024 1:01:00 PM,4/22/2024 1:07:00 PM,Buy,Sell,$19.51,$864.80,$1.74,$11.25,$23.75,$4.24,7,
231,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5238.25,5233.75,4/23/2024 2:45:00 PM,4/23/2024 4:00:00 PM,Buy,Exit on session close,($24.24),$840.56,$1.74,$53.75,$3.75,$27.99,76,
232,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5210.75,5213.25,4/25/2024 2:18:00 PM,4/25/2024 3:20:00 PM,Buy,Sell,$10.76,$851.32,$1.74,$100.00,$18.75,$7.99,63,
233,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5263.25,5262.75,4/29/2024 2:34:00 PM,4/29/2024 2:40:00 PM,Sell short,Buy to cover,$0.76,$852.08,$1.74,$6.25,$17.50,$16.74,7,
234,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5349.00,5349.25,5/7/2024 11:56:00 AM,5/7/2024 12:11:00 PM,Buy,Sell,($0.49),$851.59,$1.74,$15.00,$3.75,$4.24,16,
235,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5379.75,5367.50,5/13/2024 10:26:00 AM,5/13/2024 1:07:00 PM,Buy,Close position,($62.99),$788.60,$1.74,$67.50,$6.25,$69.24,162,
236,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5367.50,5365.25,5/13/2024 1:07:00 PM,5/13/2024 1:13:00 PM,Sell short,Buy to cover,$9.51,$798.11,$1.74,$2.50,$40.00,$30.49,7,
237,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5396.00,5396.25,5/14/2024 3:04:00 PM,5/14/2024 3:20:00 PM,Buy,Sell,($0.49),$797.62,$1.74,$20.00,$3.75,$4.24,17,
238,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5450.25,5450.50,5/15/2024 1:37:00 PM,5/15/2024 1:55:00 PM,Buy,Sell,($0.49),$797.13,$1.74,$25.00,$6.25,$6.74,19,
239,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5449.50,5446.75,5/16/2024 3:42:00 PM,5/16/2024 4:00:00 PM,Sell short,Exit on session close,$12.01,$809.14,$1.74,$50.00,$22.50,$10.49,19,
240,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5437.25,5436.50,5/17/2024 2:17:00 PM,5/17/2024 2:23:00 PM,Sell short,Buy to cover,$2.01,$811.15,$1.74,$13.75,$10.00,$7.99,7,
241,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5462.50,5461.50,5/22/2024 11:53:00 AM,5/22/2024 1:38:00 PM,Sell short,Buy to cover,$3.26,$814.41,$1.74,$36.25,$8.75,$5.49,106,
242,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5451.00,5451.00,5/28/2024 11:25:00 AM,5/28/2024 11:32:00 AM,Buy,Sell,($1.74),$812.67,$1.74,$3.75,$6.25,$7.99,8,
243,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5450.00,5449.75,5/28/2024 1:36:00 PM,5/28/2024 1:42:00 PM,Buy,Sell,($2.99),$809.68,$1.74,$5.00,$5.00,$7.99,7,
244,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5455.50,5457.75,6/5/2024 10:57:00 AM,6/5/2024 11:03:00 AM,Buy,Sell,$9.51,$819.19,$1.74,$10.00,$17.50,$7.99,7,
245,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5482.25,5482.25,6/6/2024 12:19:00 PM,6/6/2024 12:30:00 PM,Sell short,Buy to cover,($1.74),$817.45,$1.74,$18.75,$6.25,$7.99,12,
246,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5559.50,5559.75,6/14/2024 1:40:00 PM,6/14/2024 3:26:00 PM,Buy,Sell,($0.49),$816.96,$1.74,$57.50,$6.25,$6.74,107,
247,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5597.50,5596.25,6/20/2024 12:33:00 PM,6/20/2024 1:08:00 PM,Sell short,Buy to cover,$4.51,$821.47,$1.74,$73.75,$13.75,$9.24,36,
248,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5577.75,5576.25,6/24/2024 4:00:00 PM,6/24/2024 4:00:00 PM,Sell short,Exit on session close,$5.76,$827.23,$1.74,$23.75,$11.25,$5.49,1,
249,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5619.00,5619.25,7/2/2024 2:49:00 PM,7/2/2024 2:57:00 PM,Buy,Sell,($0.49),$826.74,$1.74,$5.00,$6.25,$6.74,9,
250,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5700.75,5701.75,7/9/2024 9:56:00 AM,7/9/2024 10:02:00 AM,Buy,Sell,$3.26,$830.00,$1.74,$5.00,$26.25,$22.99,7,
