Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
251,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5732.50,5733.75,7/10/2024 2:39:00 PM,7/10/2024 2:47:00 PM,Buy,Sell,$4.51,$834.51,$1.74,$7.50,$10.00,$5.49,9,
252,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5734.50,5734.75,7/10/2024 3:11:00 PM,7/10/2024 3:17:00 PM,Buy,Sell,($0.49),$834.02,$1.74,$5.00,$3.75,$4.24,7,
253,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5742.00,5747.50,7/12/2024 12:53:00 PM,7/12/2024 12:59:00 PM,Buy,Sell,$25.76,$859.78,$1.74,$2.50,$28.75,$2.99,7,
254,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5608.50,5600.00,7/24/2024 9:34:00 AM,7/24/2024 9:40:00 AM,Sell short,Buy to cover,$40.76,$900.54,$1.74,$2.50,$50.00,$9.24,7,
255,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5542.50,5542.25,7/24/2024 2:51:00 PM,7/24/2024 3:05:00 PM,Sell short,Buy to cover,($0.49),$900.05,$1.74,$18.75,$22.50,$22.99,15,
256,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5585.50,5587.75,7/26/2024 1:27:00 PM,7/26/2024 1:33:00 PM,Buy,Sell,$9.51,$909.56,$1.74,$7.50,$20.00,$10.49,7,
257,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5572.75,5575.50,7/29/2024 3:37:00 PM,7/29/2024 3:43:00 PM,Buy,Sell,$12.01,$921.57,$1.74,$2.50,$18.75,$6.74,7,
258,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5527.50,5526.25,7/30/2024 11:08:00 AM,7/30/2024 11:41:00 AM,Sell short,Buy to cover,$4.51,$926.08,$1.74,$67.50,$12.50,$7.99,34,
259,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5606.25,5608.75,7/31/2024 10:03:00 AM,7/31/2024 10:09:00 AM,Buy,Sell,$10.76,$936.84,$1.74,$16.25,$21.25,$10.49,7,
260,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5425.00,5427.25,8/2/2024 3:16:00 PM,8/2/2024 3:28:00 PM,Buy,Sell,$9.51,$946.35,$1.74,$31.25,$16.25,$6.74,13,
261,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5474.50,5479.00,8/13/2024 10:42:00 AM,8/13/2024 10:48:00 AM,Buy,Sell,$20.76,$967.11,$1.74,$8.75,$25.00,$4.24,7,
262,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5644.75,5645.50,8/16/2024 1:38:00 PM,8/16/2024 1:46:00 PM,Buy,Sell,$2.01,$969.12,$1.74,$10.00,$6.25,$4.24,9,
263,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5664.25,5664.25,8/19/2024 11:34:00 AM,8/19/2024 11:53:00 AM,Buy,Sell,($1.74),$967.38,$1.74,$16.25,$7.50,$9.24,20,
264,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5542.25,5542.50,9/9/2024 12:19:00 PM,9/9/2024 12:25:00 PM,Buy,Sell,($0.49),$966.89,$1.74,$6.25,$11.25,$11.74,7,
265,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5544.00,5546.25,9/10/2024 1:36:00 PM,9/10/2024 1:42:00 PM,Buy,Sell,$9.51,$976.40,$1.74,$8.75,$16.25,$6.74,7,
266,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5700.25,5699.75,9/17/2024 12:25:00 PM,9/17/2024 12:44:00 PM,Sell short,Buy to cover,$0.76,$977.16,$1.74,$43.75,$7.50,$6.74,20,
267,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5686.00,5686.00,9/17/2024 12:50:00 PM,9/17/2024 1:13:00 PM,Sell short,Buy to cover,($1.74),$975.42,$1.74,$47.50,$33.75,$35.49,24,
268,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5765.00,5769.50,9/20/2024 3:36:00 PM,9/20/2024 3:42:00 PM,Buy,Sell,$20.76,$996.18,$1.74,$10.00,$50.00,$29.24,7,
269,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5773.25,5774.50,9/23/2024 10:03:00 AM,9/23/2024 10:09:00 AM,Buy,Sell,$4.51,$1000.69,$1.74,$8.75,$17.50,$12.99,7,
270,MES DEC24,Backtest,CourseVWAPStrategy,Short,1,5742.25,5739.75,10/2/2024 9:33:00 AM,10/2/2024 9:39:00 AM,Sell short,Buy to cover,$10.76,$1011.45,$1.74,$13.75,$18.75,$7.99,7,
271,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5754.25,5754.75,10/2/2024 10:20:00 AM,10/2/2024 10:29:00 AM,Buy,Sell,$0.76,$1012.21,$1.74,$42.50,$36.25,$35.49,10,
272,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5785.00,5785.50,10/4/2024 3:10:00 PM,10/4/2024 3:21:00 PM,Buy,Sell,$0.76,$1012.97,$1.74,$11.25,$6.25,$5.49,12,
273,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5784.25,5786.00,10/7/2024 11:16:00 AM,10/7/2024 11:22:00 AM,Buy,Sell,$7.01,$1019.98,$1.74,$11.25,$11.25,$4.24,7,
274,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5809.75,5810.25,10/9/2024 10:28:00 AM,10/9/2024 10:34:00 AM,Buy,Sell,$0.76,$1020.74,$1.74,$8.75,$18.75,$17.99,7,
275,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5813.00,5813.50,10/9/2024 10:51:00 AM,10/9/2024 10:57:00 AM,Buy,Sell,$0.76,$1021.50,$1.74,$5.00,$12.50,$11.74,7,
276,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5867.50,5859.50,10/11/2024 3:34:00 PM,10/11/2024 4:00:00 PM,Buy,Exit on session close,($41.74),$979.76,$1.74,$43.75,$2.50,$44.24,27,
277,MES DEC24,Backtest,CourseVWAPStrategy,Long,1,5899.25,5898.75,10/14/2024 11:22:00 AM,10/14/2024 12:00:00 PM,Buy,Sell,($4.24),$975.52,$1.74,$41.25,$2.50,$6.74,39,
